7.373939530134502318e-01,6.551988629157438071e-01,5.690850328159032800e-01,1.000000000000000000e+00
8.080490147384250532e-01,6.972585619251480127e-01,1.778391521971167677e-01,1.000000000000000000e+00
8.907568695963797856e-01,7.366426070876668231e-01,3.517509788081247257e-01,1.000000000000000000e+00
7.963919544951703067e-01,6.475451736990522900e-01,3.588297798895618285e-01,1.000000000000000000e+00
8.367890559538941897e-01,8.601007210958613314e-01,5.782974291058122773e-01,1.000000000000000000e+00
7.405552300754371098e-01,8.657234317904859422e-01,4.193391172302878278e-01,1.000000000000000000e+00
8.404929921042817442e-01,5.773128519133400305e-01,3.589705646861088839e-01,1.000000000000000000e+00
8.182551767066218451e-01,7.465726178447384953e-01,4.540354660373034368e-01,1.000000000000000000e+00
7.771977957155589145e-01,7.081384686307484744e-01,3.441343655888882691e-01,1.000000000000000000e+00
7.582314052057987919e-01,6.685398579725525536e-01,4.841269934823694276e-01,1.000000000000000000e+00
8.417330035868745286e-01,7.624890005464218801e-01,5.235526264759255977e-01,1.000000000000000000e+00
7.981301963672213784e-01,7.330791290845799502e-01,2.861572669154834325e-01,1.000000000000000000e+00
8.011108571114101684e-01,6.928234633758661998e-01,5.083377684812385722e-01,1.000000000000000000e+00
8.347396411170897590e-01,7.544055211271238903e-01,4.805064735945424603e-01,1.000000000000000000e+00
9.109485861431814158e-01,6.226018362703467091e-01,3.726872229532834924e-01,1.000000000000000000e+00
7.838536609590168736e-01,5.877905912891571161e-01,4.484484125026346746e-01,1.000000000000000000e+00
7.894848716132722988e-01,7.317868884346591107e-01,3.164623440687214240e-01,1.000000000000000000e+00
7.969681114867092075e-01,5.525391111021820123e-01,2.477867499099890569e-01,1.000000000000000000e+00
6.981144485221335572e-01,6.549254962326102047e-01,3.975575706611362836e-01,1.000000000000000000e+00
8.239290156815826105e-01,7.425493679643351275e-01,3.481023838580778462e-01,1.000000000000000000e+00
8.486860929420942945e-01,7.674218670465260406e-01,3.413673169518692263e-01,1.000000000000000000e+00
7.890605400926103963e-01,7.725393882074693686e-01,4.141239018057173982e-01,1.000000000000000000e+00
8.173603855314076627e-01,5.728418998754107871e-01,4.795378725809489318e-01,1.000000000000000000e+00
7.583390980755830846e-01,7.095963595976044758e-01,4.152149459611942373e-01,1.000000000000000000e+00
8.228811632957371280e-01,9.119416176827316312e-01,4.694177753271898124e-01,1.000000000000000000e+00
8.102830773341594961e-01,5.847327650791142029e-01,2.842001845940287375e-01,1.000000000000000000e+00
8.278365000311344035e-01,7.919997184651043076e-01,3.660983384989521805e-01,1.000000000000000000e+00
7.825029336066999797e-01,7.027614849518044604e-01,5.489302934384079347e-01,1.000000000000000000e+00
7.589900674168291728e-01,7.632360984300615714e-01,3.782052909250970818e-01,1.000000000000000000e+00
7.987012609159759302e-01,7.331393696774102242e-01,2.929927304231593754e-01,1.000000000000000000e+00
7.649776940844091877e-01,8.307966428072909304e-01,4.853032276930327460e-01,1.000000000000000000e+00
9.368568650072355286e-01,6.617848639294099389e-01,4.673723613971393354e-01,1.000000000000000000e+00
8.072063514915785998e-01,5.821843917068080243e-01,3.041812558121776977e-01,1.000000000000000000e+00
8.426148783984123147e-01,5.135108530759572298e-01,2.949502876345111990e-01,1.000000000000000000e+00
9.102366612340658802e-01,7.712584420388058914e-01,4.011247746332725073e-01,1.000000000000000000e+00
3.213699768381234056e-01,3.823761060477247065e-01,7.413777590478074497e-01,0.000000000000000000e+00
6.318291565776735785e-01,6.897524536093185832e-01,7.404500705446559472e-01,0.000000000000000000e+00
5.814712272214648259e-01,9.134719747579104210e-01,2.731963550065298896e-01,0.000000000000000000e+00
5.641203622624062497e-01,1.215977496397902424e+00,4.746369804604681497e-01,0.000000000000000000e+00
4.806206996916618235e-01,5.691016765205911820e-01,4.641004369697950271e-01,0.000000000000000000e+00
4.768368181648184878e-01,4.943183551564195866e-01,7.590091886135652555e-01,0.000000000000000000e+00
4.637168436640587421e-01,6.818316759468423527e-02,3.398926003674281882e-01,0.000000000000000000e+00
3.745498197103519500e-01,6.638935584593460559e-01,6.623471205743958201e-01,0.000000000000000000e+00
5.823920999431775325e-01,8.732254106898462709e-01,3.425309360886663601e-01,0.000000000000000000e+00
8.538025860461357919e-01,1.011947958417065641e+00,1.562949967818548780e-01,0.000000000000000000e+00
6.523665020323455854e-01,8.802713496143036442e-01,6.747253828231755124e-01,0.000000000000000000e+00
7.454584285369953989e-01,3.472530837289753980e-01,5.882824493636693575e-01,0.000000000000000000e+00
6.480611203423668476e-01,4.402037204499110734e-01,7.525058320787383348e-01,0.000000000000000000e+00
6.483506901717660531e-01,4.615244219114925661e-01,2.079645874312415210e-01,0.000000000000000000e+00
5.603982362918092930e-01,1.441801804022163624e-01,2.939806973887483799e-01,0.000000000000000000e+00
5.927048853219284430e-01,3.661318139061839894e-01,7.521490830537823635e-01,0.000000000000000000e+00
6.618688162811213749e-01,3.578451143976656423e-01,6.474690087037910935e-01,0.000000000000000000e+00
5.598823246642126161e-01,-8.387882307132854542e-02,5.607182264620135248e-01,0.000000000000000000e+00
5.091481700594252535e-01,3.736921120226699422e-01,3.648018268384549123e-01,0.000000000000000000e+00
5.237721438062328261e-01,2.396911503559350232e-01,4.342898953538603113e-01,0.000000000000000000e+00
6.961392876105881866e-01,3.911918520550407008e-01,3.791748402699312015e-01,0.000000000000000000e+00
6.003258968834657150e-01,3.616287803579309457e-01,3.273774368823227365e-01,0.000000000000000000e+00
7.290135857950139631e-01,3.436883213628593725e-01,5.873262985423328697e-01,0.000000000000000000e+00
6.027435883483428514e-01,5.650852137111224138e-01,7.648649063166224060e-01,0.000000000000000000e+00
5.368923879653660913e-01,6.958965865486661517e-01,6.785437906833892141e-01,0.000000000000000000e+00
5.291221039468830822e-01,5.682836973856122409e-01,5.968586512584963533e-01,0.000000000000000000e+00
5.863227295999856592e-01,5.189452017025475428e-02,4.872309710485017153e-01,0.000000000000000000e+00
4.043469066325808825e-01,8.559114245710692792e-01,3.348064119426956697e-01,0.000000000000000000e+00
5.741545380890299421e-01,9.387266467632686684e-01,6.816481813958499281e-01,0.000000000000000000e+00
5.767108287967250835e-01,4.358549881899527745e-01,7.758195519153519015e-01,0.000000000000000000e+00
6.459307159355639483e-01,9.354706385887705533e-01,5.890283005217564760e-01,0.000000000000000000e+00
4.955434152942745918e-01,8.980883141535483949e-01,1.109240585159811943e-01,0.000000000000000000e+00
6.180277740628840055e-01,8.428265843847795313e-01,4.136060440879874567e-01,0.000000000000000000e+00
8.023968711660387498e-01,4.414209944576184541e-01,2.967415455918829270e-01,0.000000000000000000e+00
6.140453598789221701e-01,8.327600053817882930e-01,2.996275193421932270e-01,0.000000000000000000e+00
7.037398217237605946e-01,-4.561427392533112801e-02,2.470417158362874788e-01,0.000000000000000000e+00
4.380167224684120564e-01,1.177306647783472826e+00,8.146580481070850865e-01,0.000000000000000000e+00
3.763490288510085158e-01,3.674859890022100783e-01,4.565313277464769226e-01,0.000000000000000000e+00
4.898758293163891775e-01,4.400544276277156275e-01,2.578104425363254570e-01,0.000000000000000000e+00
5.241951802066080468e-01,5.364299097287562601e-01,5.339276371796662923e-01,0.000000000000000000e+00
5.657147821804100474e-01,5.772610719671432689e-01,-1.648689848394102597e-01,0.000000000000000000e+00
5.560817335695160679e-01,1.834181582182822234e-01,2.050010410148285778e-01,0.000000000000000000e+00
4.093392113884836148e-01,5.895383519848108600e-01,4.459369699065800496e-01,0.000000000000000000e+00
